"LHS","RHS","support","confidence","coverage","lift","count"
"{ENSG00000135437_High,PR=Positive}","{ER=Positive}",0.34841628959276,0.9846547314578,0.353846153846154,1.33338661551577,385
"{ENSG00000088325_Low,ENSG00000123485_Low,PR=Positive}","{ER=Positive}",0.34841628959276,0.9846547314578,0.353846153846154,1.33338661551577,385
"{ENSG00000124743_High,ER=Positive}","{PR=Positive}",0.306787330316742,0.851758793969849,0.360180995475113,1.33313522285649,339
"{ENSG00000124743_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.306787330316742,0.851758793969849,0.360180995475113,1.33313522285649,339
"{ENSG00000123612_High,ER=Positive}","{PR=Positive}",0.322171945701357,0.851674641148325,0.378280542986425,1.33300351057918,356
"{ENSG00000123612_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.322171945701357,0.851674641148325,0.378280542986425,1.33300351057918,356
"{ENSG00000090889_Low,ENSG00000123485_Low,PR=Positive}","{ER=Positive}",0.339366515837104,0.984251968503937,0.344796380090498,1.33284120734908,375
"{ENSG00000088325_Low,ENSG00000170312_Low,PR=Positive}","{ER=Positive}",0.339366515837104,0.984251968503937,0.344796380090498,1.33284120734908,375
"{ENSG00000123485_Low,ENSG00000169607_Low,PR=Positive}","{ER=Positive}",0.338461538461538,0.984210526315789,0.343891402714932,1.3327850877193,374
"{ENSG00000175063_Low,PR=Positive}","{ER=Positive}",0.391855203619909,0.984090909090909,0.398190045248869,1.33262310606061,433
"{ENSG00000022267_High,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.334841628959276,0.984042553191489,0.34027149321267,1.33255762411348,370
"{ENSG00000170312_Low,ENSG00000175063_Low,PR=Positive}","{ER=Positive}",0.334841628959276,0.984042553191489,0.34027149321267,1.33255762411348,370
"{ENSG00000120049_High,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.33393665158371,0.984,0.339366515837104,1.3325,369
"{ENSG00000029559_Low,PR=Positive}","{ER=Positive}",0.333031674208145,0.983957219251337,0.338461538461538,1.33244206773619,368
"{ENSG00000029559_Low,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.333031674208145,0.983957219251337,0.338461538461538,1.33244206773619,368
"{ENSG00000143228_Low,ENSG00000175063_Low,PR=Positive}","{ER=Positive}",0.333031674208145,0.983957219251337,0.338461538461538,1.33244206773619,368
"{ENSG00000088325_Low,ENSG00000143228_Low,PR=Positive}","{ER=Positive}",0.332126696832579,0.983914209115281,0.337556561085973,1.33238382484361,367
"{ENSG00000077152_Low,ENSG00000143228_Low,PR=Positive}","{ER=Positive}",0.330316742081448,0.983827493261456,0.335746606334842,1.33226639712489,365
"{ENSG00000090889_Low,ENSG00000170312_Low,PR=Positive}","{ER=Positive}",0.329411764705882,0.983783783783784,0.334841628959276,1.33220720720721,364
"{ENSG00000181856_High,PR=Positive}","{ER=Positive}",0.327601809954751,0.983695652173913,0.333031674208145,1.33208786231884,362
"{ENSG00000181856_High,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.327601809954751,0.983695652173913,0.333031674208145,1.33208786231884,362
"{ENSG00000056998_Low,ER=Positive}","{PR=Positive}",0.32579185520362,0.851063829787234,0.382805429864253,1.33204749563016,360
"{ENSG00000056998_Low,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.32579185520362,0.851063829787234,0.382805429864253,1.33204749563016,360
"{ENSG00000134962_High,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.324886877828054,0.983561643835616,0.330316742081448,1.33190639269406,359
"{ENSG00000090889_Low,PR=Positive,Subtype=Luminal_A}","{ER=Positive}",0.37737556561086,0.983490566037736,0.383710407239819,1.33181014150943,417
"{ENSG00000152253_Low,ER=Positive}","{PR=Positive}",0.351131221719457,0.850877192982456,0.412669683257919,1.33175537995129,388
"{ENSG00000152253_Low,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.351131221719457,0.850877192982456,0.412669683257919,1.33175537995129,388
"{ENSG00000088325_Low,ENSG00000117650_Low,PR=Positive}","{ER=Positive}",0.322171945701357,0.983425414364641,0.327601809954751,1.33172191528545,356
"{ENSG00000143228_Low,ENSG00000170312_Low,PR=Positive}","{ER=Positive}",0.321266968325792,0.983379501385042,0.326696832579186,1.33165974145891,355
"{ENSG00000105974_High,ER=Positive}","{PR=Positive}",0.330316742081448,0.850815850815851,0.388235294117647,1.331659369903,365
"{ENSG00000105974_High,ER=Positive,Subtype=Luminal_A}","{PR=Positive}",0.330316742081448,0.850815850815851,0.388235294117647,1.331659369903,365
"{ENSG00000170312_Low,PR=Positive}","{ER=Positive}",0.374660633484163,0.983372921615202,0.380995475113122,1.33165083135392,414
