"gene","log2FC","padj"
"ENSG00000159720",-0.0674012681359638,0.289289697898613
"ENSG00000287100",-0.166809960457078,0.289391732014961
"ENSG00000269481",0.103203414037766,0.289417848610157
"ENSG00000183242",0.30803260021646,0.289573761582375
"ENSG00000126790",0.0750433104430347,0.289639213182346
"ENSG00000279464",-0.099916924649468,0.289645984533481
"ENSG00000254481",-0.111143187964965,0.290106361036204
"ENSG00000215895",0.10186384999573,0.290603674642097
"ENSG00000272138",0.141680260600626,0.290712079759071
"ENSG00000169499",0.100582657282518,0.290850187700434
"ENSG00000105146",-0.122964366144403,0.290952602872807
"ENSG00000278985",0.140624310314978,0.291053217601247
"ENSG00000125971",-0.113763864034095,0.29111715433884
"ENSG00000135976",-0.148049225813974,0.291170399563699
"ENSG00000132591",-0.0763396089403483,0.291198023398156
"ENSG00000145907",0.0562469908579964,0.291242243170374
"ENSG00000228536",-0.186418691394976,0.291247185182151
"ENSG00000197915",-0.196425693634542,0.291347312043667
"ENSG00000287074",0.12395806030298,0.291483314154767
"ENSG00000076604",0.0898610104769711,0.291812566305064
"ENSG00000160271",0.0765876173300239,0.291812566305064
"ENSG00000159712",0.204808037832584,0.291972863831273
"ENSG00000176108",0.0742659263404443,0.292132385922144
"ENSG00000226944",-0.144919302787926,0.292132385922144
"ENSG00000234393",-0.166195621413785,0.292255901393666
"ENSG00000044446",-0.0611229474893145,0.292704710965143
"ENSG00000108523",-0.0592140157539841,0.292907538465854
"ENSG00000223653",-0.148951343710936,0.293095432143763
"ENSG00000116497",-0.0478659613589898,0.293472990085516
"ENSG00000101546",-0.0699560494879461,0.293575257821108
"ENSG00000214546",-0.240058116246465,0.29382052258499
"ENSG00000254413",-0.174254942075351,0.29397818114218
"ENSG00000236953",-0.139687963530648,0.294044274270325
"ENSG00000257086",-0.111696589691967,0.294134060391624
"ENSG00000213203",0.117183046619816,0.294412946780636
"ENSG00000261744",0.159940620817104,0.294483066241017
"ENSG00000260891",-0.145940317803916,0.294514946294646
"ENSG00000162910",0.0978022570325276,0.294820846588861
"ENSG00000257556",-0.149487155269295,0.29491977825857
"ENSG00000233122",-0.114264110032441,0.295086985470306
"ENSG00000273980",0.183204150087877,0.295232829521108
"ENSG00000251333",0.120216623651728,0.295436358050781
"ENSG00000178605",0.0822560680659163,0.295457629304269
"ENSG00000278492",-0.116130832740854,0.295565640911361
"ENSG00000226457",0.148789214827473,0.295701956346682
"ENSG00000269176",-0.10123868917809,0.295701956346682
"ENSG00000278743",0.164942772975409,0.29572765124701
"ENSG00000106785",0.0784110987780298,0.295868447000992
"ENSG00000281420",0.142458024532157,0.295868447000992
"ENSG00000236609",-0.115190338384312,0.295874571281398
"ENSG00000240291",-0.115099971218231,0.295874571281398
"ENSG00000100104",0.0525977492297656,0.295932294525695
"ENSG00000115687",-0.0736799303517337,0.296209905139416
"ENSG00000215915",-0.169839447644959,0.296240867697801
"ENSG00000235651",0.155158399897561,0.296330026304859
"ENSG00000169609",-0.0535976618745657,0.296338971387431
"ENSG00000164542",-0.0861991870396783,0.29641655911309
"ENSG00000226186",0.229125181896846,0.296464930172431
"ENSG00000287808",0.125596221115936,0.296547330666172
"ENSG00000213401",0.6310713484922,0.296566860475359
"ENSG00000171490",0.0556603463578378,0.296596899806134
"ENSG00000233382",-0.0889169641796335,0.29662788057571
"ENSG00000162894",-0.138989799688507,0.296794261675923
"ENSG00000286923",-0.133199515710643,0.297011797679089
"ENSG00000232504",-0.151724473902697,0.297059509883506
"ENSG00000276547",-0.192746489538613,0.297729777566788
"ENSG00000092529",-0.138961229493224,0.297790558669571
"ENSG00000125482",0.0425806885569402,0.297806758852963
"ENSG00000123352",0.0534956301696822,0.297908641455254
"ENSG00000249485",0.0958470498768114,0.297925731677209
"ENSG00000130021",-0.0677750269050727,0.298190666810073
"ENSG00000260868",0.137678102077017,0.298235885969808
"ENSG00000224596",-0.110533789220649,0.298311202821504
"ENSG00000115998",-0.0355768764400801,0.298342693703607
"ENSG00000232600",0.117450454560106,0.298342693703607
"ENSG00000131374",-0.0611277929002506,0.298599778635854
"ENSG00000278505",-0.195637159044095,0.2987416053357
"ENSG00000131100",-0.0572400445998081,0.299355474594967
"ENSG00000028116",0.108886638798309,0.300201275800978
"ENSG00000105655",-0.118910987631304,0.300326793563227
"ENSG00000231431",-0.337659636098188,0.300368824854809
"ENSG00000127191",0.0740194912830418,0.300499671192037
"ENSG00000168566",0.0574370535853225,0.300777207216162
"ENSG00000072163",0.107034894873526,0.301083955628992
"ENSG00000279198",-0.1446362699113,0.301176299564214
"ENSG00000108830",-0.16979175451898,0.30121687569898
"ENSG00000261625",-0.154815616241412,0.301335094188504
"ENSG00000122691",0.15385447142938,0.3013407309247
"ENSG00000184047",0.0899329897359002,0.3013407309247
"ENSG00000202441",0.111942023879795,0.3013407309247
"ENSG00000271789",-0.15541791997929,0.301590839969263
"ENSG00000225676",-0.308545601002134,0.301729769791536
"ENSG00000123360",-0.104984550172848,0.301759355532468
"ENSG00000109536",-0.0597609556429329,0.301777764512799
"ENSG00000138246",-0.058836619189473,0.301777764512799
"ENSG00000225806",0.135030939924408,0.301777764512799
"ENSG00000166763",-0.163359440348605,0.30196665741286
"ENSG00000067208",-0.0621673959514499,0.30212991357732
"ENSG00000233384",0.147920631823424,0.302136407822069
"ENSG00000166348",0.0837759832813033,0.302413960941458
"ENSG00000167889",0.225961541171187,0.302748432191123
"ENSG00000172469",0.0785216637259443,0.302748432191123
"ENSG00000231621",0.248946746711876,0.302748432191123
"ENSG00000137522",0.0577475966302772,0.302954783187321
"ENSG00000138433",-0.0464507795519537,0.303336693601343
"ENSG00000133193",-0.0578234743551345,0.303412795766897
"ENSG00000269958",-0.0723187300041506,0.303628939827711
"ENSG00000183647",0.0740926151209161,0.303631159102975
"ENSG00000272954",-0.168343882406679,0.303767072609851
"ENSG00000052850",0.215778156421885,0.303813516709465
"ENSG00000276007",-0.129980682635239,0.303898880385702
"ENSG00000225973",-0.0624272393292554,0.303999201555976
"ENSG00000286984",-0.316061315064311,0.304034890937548
"ENSG00000008382",-0.0848757970832796,0.304054957734104
"ENSG00000105808",-0.111159562096099,0.304272649688033
"ENSG00000257002",0.186173094509283,0.304704038941067
"ENSG00000213341",-0.0532130695275799,0.30472819929503
"ENSG00000173727",0.149900842496784,0.304728669218666
"ENSG00000226976",-0.102007597859938,0.304802468303544
"ENSG00000242779",-0.122466908222977,0.305524324252549
"ENSG00000100991",-0.0560195795333375,0.305651229557032
"ENSG00000102921",-0.0570129624772088,0.305651229557032
"ENSG00000250546",-0.396655596971009,0.305651229557032
"ENSG00000204256",0.0461405472035759,0.305702303700603
"ENSG00000183828",-0.102487156281799,0.305735828008247
"ENSG00000083307",-0.0714802594479055,0.306360510447942
"ENSG00000180509",-0.186518285847083,0.306597365646556
"ENSG00000122477",-0.09796904758175,0.306754219683704
"ENSG00000169006",0.337583080720775,0.306876597737891
"ENSG00000229833",-0.1107997644802,0.307390444682413
"ENSG00000224468",0.161288413575647,0.307407761185672
"ENSG00000279722",0.08276658466096,0.307407761185672
"ENSG00000230563",0.296371686945322,0.307597458486755
"ENSG00000265749",0.14022936767364,0.307597458486755
"ENSG00000120705",-0.0461290987846537,0.307739869583257
"ENSG00000186487",-0.282002499470102,0.308001694780238
"ENSG00000269973",0.0694552197970904,0.30805667781697
"ENSG00000117834",0.152580105554059,0.308101530843879
"ENSG00000230202",0.150146570435642,0.308391978588097
"ENSG00000103512",0.0653726367080642,0.308594886529087
"ENSG00000160447",-0.0928847386013294,0.308770559703733
"ENSG00000134321",0.157473397801368,0.308836889730038
"ENSG00000253553",-0.216544044336358,0.308836889730038
"ENSG00000237296",-0.154022314245179,0.309019145712113
"ENSG00000274031",-0.148493118534569,0.309133804407253
"ENSG00000270388",-0.236629702621386,0.3094796272748
"ENSG00000116266",-0.0531317470805129,0.309942470437691
"ENSG00000142039",-0.0452119903404023,0.310082030195325
"ENSG00000128045",-0.148278633315529,0.310256225305173
"ENSG00000101544",0.0593702678129184,0.310271433070855
"ENSG00000224043",-0.071985469384814,0.310271433070855
"ENSG00000223571",-0.138327794202004,0.310595999347635
"ENSG00000214223",0.089243894521514,0.310785661674435
"ENSG00000232725",0.113019049466115,0.310884367653843
"ENSG00000114166",-0.0863635000618373,0.311228710131683
"ENSG00000269910",-0.0985342628576048,0.311513942735504
"ENSG00000119698",-0.265492446987635,0.31171074234309
"ENSG00000133805",0.0806484755401349,0.311726710467412
"ENSG00000106633",-0.160174436206758,0.311991728740372
"ENSG00000262223",0.168026386612196,0.31205500132654
"ENSG00000196497",0.104162820805947,0.312177726775066
"ENSG00000234797",0.0950893256185869,0.312218737941023
"ENSG00000149016",0.0811828522551003,0.312489860188526
"ENSG00000008405",0.0560681656971637,0.312496949270605
"ENSG00000101052",-0.0519599801135091,0.31255050358213
"ENSG00000160959",-0.0723266250216897,0.312743243427093
"ENSG00000158483",-0.0737617436971598,0.312744855115557
"ENSG00000211779",0.195118528623757,0.312776569227938
"ENSG00000109390",-0.0652863488243884,0.312787571357969
"ENSG00000115183",0.0787869679721945,0.312988515655687
"ENSG00000101849",-0.0808358859979521,0.313168952380114
"ENSG00000198056",0.0798242658527628,0.313168952380114
"ENSG00000273151",0.126921149808362,0.313168952380114
"ENSG00000285230",-0.076178284166415,0.313168952380114
"ENSG00000188690",0.0601365354658311,0.31321314855258
"ENSG00000115290",-0.256672710799835,0.313357041561611
"ENSG00000136536",-0.0501951558596646,0.313402691307662
"ENSG00000271964",-0.132205202099197,0.313458476120228
"ENSG00000118922",0.0937322174672444,0.313551096234855
"ENSG00000235560",0.094777500797771,0.313663463142163
"ENSG00000265630",0.181296244600767,0.313670984995986
"ENSG00000272905",-0.153887439108115,0.313722542119084
"ENSG00000132821",0.23016039683906,0.31372756031967
"ENSG00000246263",-0.0942681533450009,0.31385103320852
"ENSG00000233469",0.115251174637402,0.313859683840762
"ENSG00000171943",0.0726938832662862,0.313868075727062
"ENSG00000115966",-0.047127858083202,0.31431713138057
"ENSG00000006607",-0.0609018878553847,0.314452558714525
"ENSG00000106609",0.0365703330783488,0.314507551260331
"ENSG00000124164",-0.0685979620642928,0.314509345050648
"ENSG00000118971",0.10608208816591,0.314628729879196
"ENSG00000070444",-0.0488296320561538,0.314642095670434
"ENSG00000104313",-0.246295395251476,0.314963370967947
"ENSG00000055917",0.0451914179762996,0.315323825340627
"ENSG00000269313",-0.1091008907952,0.31545585824569
"ENSG00000257543",0.108604634974502,0.315498920010431
"ENSG00000175115",0.0529955679014761,0.315729285906445
"ENSG00000213250",0.102112931667902,0.316254264108287
"ENSG00000086289",-0.117864271957979,0.316407090581563
"ENSG00000174197",0.0719210373619629,0.316465575224526
"ENSG00000105568",-0.0588557688449931,0.316551908649664
"ENSG00000273449",-0.128456713678253,0.316708641740638
"ENSG00000177406",0.0854001923827453,0.317099781819016
"ENSG00000248441",-0.126757656578169,0.317290282805588
"ENSG00000231969",0.12495810104416,0.31795966501469
"ENSG00000256223",0.0766235001366021,0.31795966501469
"ENSG00000198804",0.0947439990466672,0.317989545344352
"ENSG00000153015",-0.0410362290855318,0.318186229960514
"ENSG00000236213",0.187095217921762,0.318269317095495
"ENSG00000139200",-0.173948619531779,0.318291055428467
"ENSG00000237372",-0.144062778592932,0.318306992696773
"ENSG00000105248",-0.0778839973873606,0.318559739254219
"ENSG00000235034",-0.285319094030201,0.318559739254219
"ENSG00000237310",0.103282195582116,0.318671568196464
"ENSG00000079999",0.0605397061657272,0.318928765753611
"ENSG00000198265",-0.0773300174055787,0.318948210701933
"ENSG00000056998",0.133990768494916,0.318950069413067
"ENSG00000177239",-0.0649789600574252,0.318950069413067
"ENSG00000247970",-0.144777985139383,0.318964517024072
"ENSG00000267395",-0.108606452865667,0.319420973176445
"ENSG00000077942",-0.119531596311554,0.319564769342845
"ENSG00000260269",0.146122642819564,0.319564769342845
"ENSG00000271614",0.0926657718761436,0.319564769342845
"ENSG00000128585",-0.0692203596721505,0.319727741335168
"ENSG00000274253",0.225127202466511,0.320022512359423
"ENSG00000189212",-0.261265100183579,0.320249844166278
"ENSG00000171126",0.19919527239979,0.320413442845546
"ENSG00000179428",0.21267721240648,0.32045306598403
"ENSG00000272823",-0.154323513410615,0.320492457569839
"ENSG00000270947",-0.268366451891308,0.320557893255028
"ENSG00000272402",-0.0870964223106364,0.32055919665945
"ENSG00000178338",-0.0607196347302956,0.32067511034063
"ENSG00000136867",-0.127092583484178,0.320723802342773
"ENSG00000187231",-0.0868009181456073,0.320929292748876
"ENSG00000234779",0.168668695900643,0.321406552121742
"ENSG00000231245",0.320797749462135,0.321419346372439
"ENSG00000248714",0.142248205756769,0.321419346372439
"ENSG00000089876",-0.0621355808064112,0.321849854271673
"ENSG00000151136",0.1455535023466,0.321849854271673
"ENSG00000176641",-0.117858643421477,0.321849854271673
"ENSG00000221821",0.0997715001310913,0.321959080941127
"ENSG00000161671",0.0708028167283535,0.321982154513681
"ENSG00000189325",-0.255525252472679,0.322049511092695
"ENSG00000259137",-0.138951514874371,0.322107101526673
"ENSG00000154144",-0.0513685469379279,0.322218317593202
"ENSG00000137133",-0.107394573410894,0.322727614656406
"ENSG00000138587",-0.104746057144682,0.322819532256988
"ENSG00000287538",-0.304882897934567,0.322819532256988
"ENSG00000174332",-0.149157827200841,0.322821562301118
"ENSG00000263155",-0.13736359777098,0.322834358978226
"ENSG00000105894",-0.191683157560692,0.323143291120657
"ENSG00000131981",0.10467627119981,0.323179770386904
"ENSG00000275832",0.0964878993326983,0.323338258583518
"ENSG00000272375",-0.0955132167959392,0.323680768015028
"ENSG00000101558",-0.0489509205676932,0.323727384107183
"ENSG00000225756",0.141878823179822,0.323870271178822
"ENSG00000222011",-0.0540486944849686,0.324051365690594
"ENSG00000228570",0.260188685700844,0.324128672527035
"ENSG00000267594",-0.279093161663634,0.324470021126531
"ENSG00000176222",-0.0996325932710788,0.324525500884715
"ENSG00000153896",-0.0568950712940351,0.324846654417083
"ENSG00000254851",0.262487372811016,0.32488846264735
"ENSG00000166387",0.0849639250176698,0.325017372893401
"ENSG00000198835",0.120002851619522,0.325017372893401
"ENSG00000276718",0.10114471318619,0.325091908493435
"ENSG00000151773",-0.0849922284101431,0.325232876904221
"ENSG00000232187",0.0864647943075869,0.325461539282226
"ENSG00000177133",0.161568553013028,0.325634677625128
"ENSG00000218586",0.127264119799973,0.325753672670709
"ENSG00000260653",-0.235186304956565,0.325928182590197
"ENSG00000114771",0.310782881984532,0.326037027372342
"ENSG00000263293",0.130425186982679,0.326181749788736
"ENSG00000162065",0.0778943482692851,0.326218001777184
"ENSG00000154743",-0.0549577255566053,0.32624432813924
"ENSG00000198478",-0.108395875941482,0.326314192968975
"ENSG00000108515",-0.113521009137996,0.326437510260599
"ENSG00000130675",0.23418817610392,0.326968639338583
"ENSG00000254598",0.115175741705485,0.327046952340098
"ENSG00000132330",-0.0756855101173664,0.327321541300891
"ENSG00000148842",-0.0794752073102767,0.327524260609666
"ENSG00000007129",0.129396462547509,0.32786180236339
"ENSG00000132394",0.0596310146725511,0.329038464577555
"ENSG00000226167",0.113243707027517,0.32925730134155
"ENSG00000243094",-0.110558241720189,0.329340354818157
"ENSG00000204882",0.143988202530655,0.329364806981278
"ENSG00000169660",-0.090056677532548,0.329475220222199
"ENSG00000176410",-0.0636309974128822,0.330027373489711
"ENSG00000160221",0.180281963196376,0.330149953646187
"ENSG00000121851",-0.0663434228988768,0.330265299689979
"ENSG00000124780",0.210948841240498,0.330408595375765
"ENSG00000119509",0.0556081071007972,0.3305567380075
"ENSG00000071127",0.0431243614961375,0.330584668786536
"ENSG00000104219",0.119493254271032,0.330584668786536
"ENSG00000286626",0.165846649316418,0.330584668786536
"ENSG00000227189",-0.236992951303177,0.330935028899778
"ENSG00000142556",0.0773262079766066,0.331033029835766
"ENSG00000162998",0.144471839184757,0.331057286540229
"ENSG00000166557",0.0746783828644482,0.331080895893122
"ENSG00000228589",-0.0968763881368466,0.331154945345913
"ENSG00000233783",-0.202744497086366,0.331154945345913
"ENSG00000138821",0.143740241575642,0.331355509276581
"ENSG00000174996",-0.0760631464276506,0.331527508130475
"ENSG00000103742",0.11852531384837,0.331647642251869
"ENSG00000248527",0.109418534549941,0.33164814322544
"ENSG00000271554",-0.16681425605399,0.33164814322544
"ENSG00000233608",0.134678894714686,0.331668822398521
"ENSG00000171100",0.0598755959982627,0.33180207788501
"ENSG00000260046",-0.150987688346797,0.331937563684352
"ENSG00000174106",-0.0583644342915419,0.332088557577878
"ENSG00000240509",0.138738574552654,0.332088557577878
"ENSG00000262089",-0.0964736365851447,0.332112530329482
"ENSG00000260317",-0.129431756979057,0.332299768520531
"ENSG00000170356",-0.117917688060798,0.332331219684119
"ENSG00000138834",-0.0905717697439529,0.332376302608217
"ENSG00000230630",0.144195235266963,0.33240480238568
"ENSG00000099821",0.0672414820956376,0.332423168090342
"ENSG00000128654",0.0427452585702014,0.332967807703115
"ENSG00000245330",-0.153793123733853,0.332967807703115
"ENSG00000204706",0.132662524650296,0.332995843979695
"ENSG00000159339",0.20667949510322,0.333001744787032
"ENSG00000075073",-0.119652365762035,0.333172560457208
"ENSG00000274184",0.134909330477625,0.33327835041962
"ENSG00000225022",0.0892543082094396,0.333444796594462
"ENSG00000228172",0.0822180563852435,0.333685425947784
"ENSG00000116574",0.123327760819453,0.334195248345577
"ENSG00000163430",-0.0990274422056616,0.334389132506783
"ENSG00000211450",0.0767676265491714,0.334518966583263
"ENSG00000156384",-0.0510459508019027,0.334644684680753
"ENSG00000196263",-0.127803849451114,0.33481051528598
"ENSG00000167770",0.0607810646100553,0.335608098508629
"ENSG00000258388",0.105862246932338,0.335795738815604
"ENSG00000155506",-0.0476329460078872,0.335853558549842
"ENSG00000184949",-0.0924721040820209,0.335865948562334
"ENSG00000185674",0.151897416613116,0.335896160290715
"ENSG00000128578",0.114268483656382,0.335915553203493
"ENSG00000187601",-0.0725920584928766,0.336140289406962
"ENSG00000238150",0.125393572546705,0.336140289406962
"ENSG00000182858",-0.0593945593873238,0.336243230169316
"ENSG00000204227",0.0602941137000523,0.336264139036426
"ENSG00000215548",-0.169050997040588,0.336466596582625
"ENSG00000236534",0.111769450671971,0.336546569690317
"ENSG00000113916",0.0833654265930829,0.336563572074691
"ENSG00000143891",0.0987663162497229,0.336563572074691
"ENSG00000185418",0.0557090538778763,0.336563572074691
"ENSG00000204950",-0.185628719284491,0.336917497590988
"ENSG00000100311",-0.0847584882667135,0.337303397888786
"ENSG00000260174",-0.124405075212763,0.337522453283089
"ENSG00000100031",-0.183835804955187,0.33754861680124
"ENSG00000223884",0.173347697997909,0.33763124034376
"ENSG00000268758",-0.146450530930109,0.33763124034376
"ENSG00000182372",0.0675034002090544,0.337824711322685
"ENSG00000278983",-0.192838045629121,0.338224107586202
"ENSG00000281912",0.0971770694882389,0.338691395287716
"ENSG00000247400",0.0878644124280652,0.338982556120004
"ENSG00000196498",-0.0585545164415433,0.339093434257953
"ENSG00000114520",-0.0454153826152049,0.339104431652234
"ENSG00000226107",0.129774319905222,0.339299731786579
"ENSG00000141756",0.0954331129615059,0.339456817959337
"ENSG00000235954",-0.0662805729991267,0.33951787606823
"ENSG00000169567",-0.0636233694912254,0.339523546260528
"ENSG00000153233",0.162053911324984,0.339550989076602
"ENSG00000283787",0.140212880816197,0.339577239079585
"ENSG00000103495",-0.0659175154216297,0.339762281085195
"ENSG00000274419",-0.516075988350686,0.339858029769423
"ENSG00000105135",-0.0834577344603169,0.340301624502452
"ENSG00000135070",-0.0417566373246587,0.340322720344512
"ENSG00000262227",-0.131589213445789,0.340431731627958
"ENSG00000077232",-0.0632590000898749,0.340539951407616
"ENSG00000279103",-0.109542987905014,0.340567389309389
"ENSG00000034677",0.0821809941231502,0.340932714909569
"ENSG00000228981",-0.136195884799648,0.340983365000834
"ENSG00000258875",-0.108169980362644,0.34105171842371
"ENSG00000280022",0.148041222220705,0.341171370826819
"ENSG00000226314",0.128508464180425,0.341332302856782
"ENSG00000286912",-0.117029929309486,0.341518479006139
"ENSG00000137274",-0.0574380271707669,0.341596137247626
"ENSG00000273447",-0.0833601127976407,0.341676125414862
"ENSG00000241717",-0.155156925697923,0.341717729333889
"ENSG00000167769",-0.199037561295595,0.342320204584988
"ENSG00000229759",0.1614885787553,0.342495521379339
"ENSG00000287496",-0.103215656392353,0.342495521379339
"ENSG00000171872",-0.236897530015374,0.342591955563556
"ENSG00000105656",0.0434359459069693,0.342718354486864
"ENSG00000116962",-0.0957541381923554,0.342780340816428
"ENSG00000142330",0.0773497831528906,0.342850714977428
"ENSG00000162231",0.0420683588951005,0.343345829405274
"ENSG00000162745",-0.104335575434794,0.343345829405274
"ENSG00000227113",-0.153572221374873,0.343345829405274
"ENSG00000132561",-0.150114686430193,0.343476050584873
"ENSG00000185596",-0.0736153926102339,0.343476050584873
"ENSG00000159247",0.159796461269143,0.3436204726893
"ENSG00000172461",0.240525048629488,0.343835577588889
"ENSG00000156709",0.0571284227046596,0.343956221960656
"ENSG00000272356",-0.10860106655438,0.34414104299709
"ENSG00000260273",0.10038309469352,0.344520015395326
"ENSG00000278224",-0.135994544131223,0.344668662494457
"ENSG00000169515",0.135073181331781,0.344833214469941
"ENSG00000163686",-0.0823985861230129,0.345169219169857
"ENSG00000227382",0.134929111148329,0.345209004163389
"ENSG00000271384",0.140046206649402,0.345407262117896
"ENSG00000251468",-0.190649438539865,0.346097444694567
"ENSG00000157601",0.159066393142826,0.346205652568072
"ENSG00000107165",-0.257940891674514,0.346447684638195
"ENSG00000285928",0.0808439340967349,0.34652480786483
"ENSG00000239556",-0.0956391782726126,0.346636612730315
"ENSG00000066427",0.0467118921655493,0.34682099587894
"ENSG00000248367",-0.1199646899433,0.34682099587894
"ENSG00000267064",0.077930232864108,0.34682099587894
"ENSG00000280434",0.139708604754591,0.347134052894852
"ENSG00000117525",-0.139748452676628,0.347414232268339
"ENSG00000224903",-0.105063100435026,0.347557053276257
"ENSG00000226284",0.128433940283186,0.347718812314312
"ENSG00000185404",-0.0952068138070064,0.347735849585064
"ENSG00000234268",0.125920543122348,0.347832113462128
"ENSG00000160813",0.0990715527526861,0.347981841047059
"ENSG00000152580",0.169194238207564,0.348108268243741
"ENSG00000134986",0.0906528674582678,0.34838896871055
"ENSG00000163374",0.0489638347350582,0.348637557126584
"ENSG00000247137",-0.11454715786126,0.349026310918888
"ENSG00000075856",0.0344012107468249,0.349297764355312
"ENSG00000141252",0.0468544752483719,0.349297764355312
"ENSG00000177112",-0.150660142152119,0.349297764355312
"ENSG00000196329",0.15463031173996,0.349461732506157
"ENSG00000100380",0.0494852312671756,0.349489169574166
"ENSG00000132837",0.106436726783856,0.349588595000066
"ENSG00000196741",0.0626047979478753,0.349604836048826
"ENSG00000262539",-0.289350187920097,0.349698415903728
"ENSG00000197110",0.297828515728721,0.349763086247123
"ENSG00000260257",0.0936572567110475,0.349830132296395
"ENSG00000227999",-0.167264556410481,0.34985575777278
"ENSG00000223949",-0.1803387675205,0.350065747950373
"ENSG00000128708",-0.0474255276247126,0.350153694527092
"ENSG00000083807",-0.0987518153004945,0.350286550333199
"ENSG00000134569",0.126797953137574,0.350389740749457
"ENSG00000261819",0.102403493753186,0.350410306021446
"ENSG00000188620",-0.332832238737635,0.350664375428202
"ENSG00000277373",-0.135735984149664,0.350672079448731
"ENSG00000165684",0.0612370604796924,0.350799793439652
"ENSG00000287609",-0.361705943757334,0.350866597569327
"ENSG00000152292",-0.18388344374021,0.35089730754191
"ENSG00000258890",0.0673925419217334,0.350921378678151
"ENSG00000089280",0.0565418556130045,0.350932880845379
"ENSG00000286416",-0.0988514534699768,0.350992966808763
"ENSG00000276148",0.0921861003958163,0.351245898206495
"ENSG00000173171",0.0563548373165247,0.351672701193019
"ENSG00000225783",0.138573655362159,0.351748473652869
"ENSG00000131931",-0.0564263935877169,0.351867686916853
"ENSG00000100319",-0.060321945814874,0.351934333486394
"ENSG00000236519",0.117532873814305,0.35199089055515
"ENSG00000082515",-0.0533068843424402,0.352103715430043
"ENSG00000229771",-0.183913383430112,0.352180944763485
"ENSG00000206344",0.108032447731065,0.352786513222416
"ENSG00000143816",-0.114192710455795,0.352968724620554
"ENSG00000187118",-0.0505356453252435,0.353248325210137
"ENSG00000260517",0.114548292537039,0.353428891497462
"ENSG00000188372",0.100179388257381,0.353771161007501
"ENSG00000142156",-0.112906284750373,0.354003617132417
"ENSG00000254812",-0.13526007633456,0.354066174022136
"ENSG00000232119",0.0436080330156808,0.354230868934782
"ENSG00000146216",-0.145527674476939,0.354302376868047
"ENSG00000272103",-0.114605934740979,0.354973642006703
"ENSG00000231181",-0.120593262463689,0.355221013181852
"ENSG00000127412",-0.19485980475927,0.355248851228685
"ENSG00000284523",-0.113846959301597,0.355915709729954
"ENSG00000108961",-0.0906506971328638,0.356142892400801
"ENSG00000263001",0.0765173881786781,0.356259710029326
"ENSG00000128463",0.0444385116427244,0.356289442640318
"ENSG00000123096",-0.0953551720660333,0.356338328100094
"ENSG00000167085",0.0818403343066968,0.356375019338324
"ENSG00000239419",0.156755913845956,0.357179395209873
"ENSG00000228495",-0.138924176088835,0.357317967094281
"ENSG00000205628",0.441066288018302,0.357794991468905
"ENSG00000205744",-0.0692426115920731,0.357896812828844
"ENSG00000164344",0.139128370725136,0.358074192915182
"ENSG00000250299",-0.0843953719961465,0.358081121614465
"ENSG00000165671",-0.0576003593611808,0.358173813757765
"ENSG00000054282",0.0464254672265172,0.358249346198463
"ENSG00000173141",-0.0652073403746185,0.358467828745795
"ENSG00000101079",-0.0521126108003252,0.358526796128806
"ENSG00000163874",0.0978180151345991,0.35871339752801
"ENSG00000188681",-0.112352643217094,0.359074122064431
"ENSG00000277977",-0.10495799562904,0.359342128416549
"ENSG00000106546",0.0869102180510662,0.359553668440626
"ENSG00000163840",-0.0670892242275102,0.359689071342088
"ENSG00000182087",-0.0597888231107297,0.360260654423204
"ENSG00000198026",0.0418964108831641,0.360327140457143
"ENSG00000268864",-0.33852352757127,0.360327140457143
"ENSG00000286281",-0.151316244942866,0.360327140457143
"ENSG00000166971",-0.0518973587827398,0.36037321318765
"ENSG00000227253",-0.123527970572662,0.360622953402293
"ENSG00000267508",0.105839380038761,0.360868596320473
"ENSG00000227183",0.179010447630406,0.361166953709178
"ENSG00000092199",0.0318010486772569,0.36136862692995
"ENSG00000178695",-0.0852933631903599,0.361523015518913
"ENSG00000286616",0.162925014553561,0.361776866592159
"ENSG00000108823",0.157262736569499,0.361935721564101
"ENSG00000274128",0.147669058443937,0.362055547561191
"ENSG00000092607",-0.102607821269488,0.362077584157619
"ENSG00000236992",0.106184466083039,0.362326169695142
"ENSG00000233406",0.101552778484399,0.362536440186388
"ENSG00000175573",0.0575648438915987,0.362822771325563
"ENSG00000263563",0.12226996030009,0.362822771325563
"ENSG00000087338",0.045262443054439,0.362966397624251
"ENSG00000183023",0.0904436135147171,0.362998897932277
"ENSG00000101405",0.164578951089061,0.363162137272089
"ENSG00000285991",0.111673847676764,0.363329271943532
"ENSG00000189223",-0.165923648132788,0.363464528957661
"ENSG00000264148",0.113442785707063,0.363514745000709
"ENSG00000153767",-0.052198382593385,0.363557533069766
"ENSG00000164684",-0.0985117392243938,0.364062340832915
"ENSG00000105426",0.092300524177347,0.364231465115491
"ENSG00000005844",0.111319581678062,0.364470864295186
"ENSG00000078124",0.0942062301532609,0.364525465380817
"ENSG00000228929",0.104516815615158,0.364525465380817
"ENSG00000170890",-0.150369533675836,0.364594548780699
"ENSG00000265055",0.12518305337413,0.365185700314236
"ENSG00000269489",0.116330439819762,0.365490362889133
"ENSG00000248923",-0.144251088634469,0.365514112919018
"ENSG00000132465",0.195141949800692,0.365674436944488
